5.8381e+06,-746,-5340,9125
5.8429e+06,-741,-4864,8881
5.8476e+06,-722,-5026,8950
5.8538e+06,-803,-5356,9051
5.8593e+06,-734,-5328,9063
5.8627e+06,-617,-5079,9048
5.86e+06,-712,-5043,9053
5.8505e+06,-772,-5254,9046
5.8402e+06,-787,-5333,9027
5.83e+06,-727,-5167,9060
5.8212e+06,-693,-5151,9127
5.8154e+06,-657,-5323,9177
5.8104e+06,-672,-5225,9072
5.8076e+06,-765,-5033,8986
5.805e+06,-787,-5115,9031
5.8021e+06,-744,-5294,9101
5.8008e+06,-703,-5366,9142
5.8001e+06,-689,-5163,9115
5.7989e+06,-701,-5033,9067
5.7981e+06,-763,-5117,9055
5.7983e+06,-765,-5189,9048
5.7974e+06,-746,-5172,9031
5.7962e+06,-724,-5179,9067
5.7966e+06,-720,-5266,9132
5.7975e+06,-722,-5232,9127
5.7981e+06,-720,-5062,9029
5.8013e+06,-756,-5098,9020
5.8036e+06,-741,-5292,9089
5.8063e+06,-736,-5270,9091
5.8099e+06,-760,-5132,9020
5.8127e+06,-717,-5153,9051
5.8168e+06,-708,-5206,9077
5.8207e+06,-741,-5120,9051
5.8246e+06,-732,-5156,9053
5.8286e+06,-715,-5352,9122
5.8331e+06,-722,-5280,9122
5.838e+06,-696,-5031,9051
5.8426e+06,-696,-5079,9027
5.8466e+06,-739,-5311,9091
5.8521e+06,-720,-5280,9120
5.8582e+06,-691,-5093,9075
5.8632e+06,-677,-5122,9046
5.8666e+06,-705,-5268,9039
5.8624e+06,-787,-5278,9041
5.8545e+06,-736,-5189,9065
5.8441e+06,-631,-5163,9118
5.8339e+06,-653,-5242,9130
5.8259e+06,-655,-5266,9120
5.8198e+06,-729,-5127,9003
5.8152e+06,-787,-5067,8926
5.8116e+06,-732,-5117,9024
5.8086e+06,-679,-5280,9103
5.8071e+06,-643,-5419,9182
5.8056e+06,-648,-5199,9082
5.8053e+06,-693,-5019,8996
5.8053e+06,-732,-5237,9053
5.8043e+06,-736,-5471,9103
5.803e+06,-679,-5242,9065
5.8035e+06,-660,-4957,9000
5.8031e+06,-679,-5115,9027
5.804e+06,-708,-5390,9118
5.8056e+06,-720,-5323,9103
5.8076e+06,-653,-5100,9079
5.81e+06,-643,-5115,9096
5.813e+06,-679,-5254,9084
5.8159e+06,-689,-5215,9017
5.8202e+06,-748,-5084,8981
5.8244e+06,-698,-5098,8981
5.8284e+06,-638,-5371,9125
5.8323e+06,-669,-5517,9247
5.8374e+06,-631,-5151,9082
5.8425e+06,-681,-4914,8921
5.8475e+06,-744,-5134,9036
5.8524e+06,-693,-5364,9177
5.858e+06,-607,-5342,9185
5.8635e+06,-617,-5170,9089
5.8696e+06,-681,-5079,9036
5.8756e+06,-708,-5175,9005
5.8822e+06,-748,-5292,9053
5.8881e+06,-684,-5175,9041
5.8934e+06,-684,-5110,9036
5.893e+06,-701,-5227,9118
5.8864e+06,-655,-5239,9079
5.8773e+06,-724,-5122,9043
5.8675e+06,-734,-5089,9036
5.8588e+06,-674,-5254,9158
5.8532e+06,-660,-5330,9130
5.8484e+06,-696,-5151,9067
5.8456e+06,-705,-5014,9043
5.8424e+06,-705,-5158,9060
5.8392e+06,-689,-5318,9096
5.8368e+06,-703,-5278,9130
5.8376e+06,-681,-5187,9127
5.8362e+06,-667,-5048,9041
5.8359e+06,-770,-5072,9017
5.836e+06,-744,-5153,9020
5.8369e+06,-665,-5194,9067
5.8375e+06,-698,-5234,9108
5.8395e+06,-638,-5237,9132
5.8406e+06,-669,-5206,9154
5.8424e+06,-734,-5110,9108
5.8451e+06,-689,-5096,9034
5.8483e+06,-696,-5158,9041
5.8528e+06,-662,-5220,9115
5.858e+06,-645,-5177,9189
5.861e+06,-674,-5136,9096
5.8665e+06,-791,-5275,9017
5.8716e+06,-691,-5172,9036
5.8774e+06,-736,-5079,9060
5.8821e+06,-679,-5211,9075
5.8877e+06,-662,-5311,9168
5.8936e+06,-751,-5086,9089
5.9e+06,-667,-5022,9031
5.905e+06,-720,-5263,9101
5.9116e+06,-708,-5282,9115
5.9168e+06,-708,-5177,9156
5.9249e+06,-693,-5089,9108
5.9309e+06,-720,-5127,9058
5.9386e+06,-768,-5151,9008
5.9448e+06,-753,-5153,9070
5.9486e+06,-748,-5175,9146
5.9469e+06,-703,-5189,9144
5.9411e+06,-734,-5175,9067
5.9347e+06,-770,-5156,9082
5.9275e+06,-753,-5151,9101
5.9219e+06,-744,-5124,9065
5.9188e+06,-813,-5148,9046
5.9171e+06,-772,-5122,9077
5.9159e+06,-736,-5163,9070
5.9153e+06,-736,-5244,9098
5.9147e+06,-756,-5156,9122
5.9157e+06,-746,-5036,9139
5.9166e+06,-763,-5100,9103
5.9173e+06,-715,-5136,9151
5.9189e+06,-681,-4962,9249
5.9203e+06,-595,-5124,9297
5.9217e+06,-598,-5462,9242
5.9231e+06,-815,-5182,9101
5.9249e+06,-930,-4823,9108
5.9271e+06,-861,-4859,9125
5.9308e+06,-648,-5222,9144
5.9341e+06,-739,-5400,9154
5.9379e+06,-973,-5311,9039
5.9429e+06,-1201,-5158,8941
5.9473e+06,-1280,-5017,8646
5.9502e+06,-1354,-5007,8345
5.9559e+06,-1253,-4978,8378
5.9607e+06,-1234,-5117,8515
5.967e+06,-1313,-5263,8634
5.9717e+06,-1172,-5041,8677
5.9767e+06,-1114,-5033,8639
5.9812e+06,-1002,-5263,8661
5.9858e+06,-1047,-5330,8802
5.9905e+06,-1162,-5352,8749
5.9936e+06,-1076,-5400,8804
5.9978e+06,-961,-5407,8890
6.0015e+06,-971,-5433,8720
6.0067e+06,-1004,-5646,8845
6.0121e+06,-997,-6017,9259
6.0191e+06,-842,-5766,9378
6.0201e+06,-746,-5227,9120
6.0172e+06,-579,-5000,8082
6.0124e+06,-1189,-5400,8665
6.0065e+06,-1102,-6811,9878
6.0004e+06,-595,-5849,9101
5.9961e+06,-502,-5132,7409
5.9906e+06,-935,-5586,7912
5.9876e+06,-1026,-6424,8854
5.9862e+06,-942,-6182,9426
5.9865e+06,-1193,-5589,9259
5.986e+06,-806,-5658,8862
5.9859e+06,-488,-6089,8785
5.9863e+06,-734,-5986,8735
5.986e+06,-813,-5691,8713
5.9861e+06,-880,-5816,8919
5.9864e+06,-1012,-5940,8902
5.9856e+06,-918,-6175,8632
5.9847e+06,-756,-6538,8445
5.9836e+06,-648,-6491,8304
5.9841e+06,-720,-6168,8369
5.9865e+06,-818,-6010,8505
5.9874e+06,-878,-6395,8500
5.9891e+06,-634,-6589,8378
5.9918e+06,-569,-6443,8326
5.9949e+06,-667,-6318,8311
5.9983e+06,-751,-6297,8287
6.0012e+06,-734,-6299,8335
6.0054e+06,-590,-6199,8371
6.0103e+06,-569,-6359,8350
6.0152e+06,-449,-6565,8371
6.0179e+06,-521,-6538,8362
6.0231e+06,-679,-6254,8280
6.029e+06,-677,-6053,8161
6.0335e+06,-567,-6359,8120
6.0381e+06,-473,-6684,8218
6.0443e+06,-449,-6632,8347
6.0498e+06,-526,-6306,8278
6.0564e+06,-662,-6215,8158
6.0628e+06,-495,-6333,8144
6.069e+06,-411,-6486,8177
6.0742e+06,-456,-6622,8307
6.0759e+06,-461,-6543,8295
6.075e+06,-476,-6270,8177
6.0717e+06,-528,-6294,8161
6.066e+06,-500,-6541,8206
6.0623e+06,-452,-6567,8196
6.0591e+06,-387,-6534,8134
6.058e+06,-454,-6445,8153
6.0578e+06,-523,-6330,8153
6.0575e+06,-504,-6433,8256
6.0583e+06,-437,-6476,8165
6.0587e+06,-380,-6510,8132
6.0602e+06,-468,-6553,8156
6.0618e+06,-502,-6471,8103
6.0634e+06,-437,-6366,8168
6.0649e+06,-442,-6419,8223
6.0674e+06,-397,-6629,8249
6.0691e+06,-418,-6601,8208
6.0715e+06,-464,-6452,8127
6.0741e+06,-411,-6440,8084
6.0768e+06,-404,-6543,8115
6.0803e+06,-512,-6483,8165
6.0841e+06,-459,-6400,8163
6.0875e+06,-361,-6483,8163
6.0922e+06,-428,-6574,8094
6.0958e+06,-466,-6591,8125
6.0999e+06,-466,-6455,8151
6.1045e+06,-433,-6402,8177
6.11e+06,-363,-6558,8173
6.1149e+06,-373,-6546,8175
6.1201e+06,-466,-6436,8163
6.1249e+06,-468,-6450,8185
6.1294e+06,-399,-6522,8125
6.1359e+06,-361,-6565,8125
6.1409e+06,-433,-6452,8175
6.1458e+06,-466,-6402,8151
6.1525e+06,-483,-6493,8120
6.1573e+06,-387,-6514,8043
6.1648e+06,-380,-6570,8134
6.1701e+06,-468,-6481,8192
6.1754e+06,-430,-6424,8129
6.1769e+06,-449,-6522,8125
6.1764e+06,-428,-6555,8060
6.1731e+06,-399,-6483,8141
6.1697e+06,-416,-6467,8158
6.1681e+06,-373,-6505,8098
6.1675e+06,-363,-6546,8110
6.1676e+06,-428,-6522,8137
6.1683e+06,-445,-6471,8144
6.1698e+06,-375,-6457,8137
6.1718e+06,-327,-6581,8173
6.175e+06,-325,-6653,8232
6.1766e+06,-368,-6529,8180
6.18e+06,-413,-6388,8108
6.1822e+06,-409,-6443,8089
6.184e+06,-339,-6584,8106
6.1878e+06,-346,-6656,8158
6.1899e+06,-320,-6522,8161
6.1925e+06,-356,-6402,8101
6.1952e+06,-411,-6529,8129
6.1996e+06,-375,-6663,8187
6.2028e+06,-342,-6500,8163
6.2074e+06,-368,-6438,8146
6.212e+06,-358,-6507,8132
6.2166e+06,-339,-6632,8106
6.2215e+06,-421,-6603,8086
6.2261e+06,-442,-6416,8036
6.2313e+06,-368,-6471,8082
6.2359e+06,-385,-6605,8228
6.2416e+06,-339,-6519,8170
6.2477e+06,-354,-6495,8091
6.2529e+06,-471,-6503,8058
6.2574e+06,-382,-6567,8091
6.2635e+06,-354,-6538,8165
6.2691e+06,-346,-6479,8189
6.2747e+06,-349,-6491,8146
6.2813e+06,-425,-6476,8120
6.2869e+06,-416,-6574,8149
6.2917e+06,-296,-6558,8156
6.2938e+06,-387,-6433,8129
6.2924e+06,-428,-6495,8141
6.2911e+06,-346,-6572,8180
6.2892e+06,-380,-6462,8106
6.288e+06,-397,-6507,8007
6.2873e+06,-425,-6581,8024
6.2881e+06,-421,-6479,8094
6.2891e+06,-346,-6469,8199
6.2913e+06,-325,-6570,8228
6.2933e+06,-322,-6648,8240
6.2954e+06,-447,-6486,8139
6.2982e+06,-380,-6366,8010
6.3007e+06,-332,-6593,8055
6.3044e+06,-349,-6637,8132
6.3071e+06,-389,-6436,8196
6.3102e+06,-397,-6447,8144
6.3129e+06,-315,-6605,8151
6.3158e+06,-375,-6577,8144
6.319e+06,-349,-6464,8144
6.323e+06,-409,-6481,8113
6.3268e+06,-399,-6510,8051
6.3312e+06,-334,-6553,8086
6.3357e+06,-363,-6522,8194
6.3393e+06,-435,-6474,8163
6.3445e+06,-421,-6524,8103
6.3497e+06,-392,-6526,8043
6.3546e+06,-356,-6555,8165
6.3588e+06,-351,-6531,8216
6.3637e+06,-382,-6469,8129
6.3696e+06,-392,-6510,8103
6.3744e+06,-354,-6543,8187
6.379e+06,-356,-6538,8185
6.3852e+06,-447,-6536,8127
6.3916e+06,-389,-6529,8110
6.3956e+06,-378,-6488,8098
6.4011e+06,-378,-6488,8137
6.4077e+06,-389,-6500,8129
6.4118e+06,-425,-6479,8086
6.4137e+06,-409,-6493,8120
6.4119e+06,-361,-6586,8283
6.4105e+06,-366,-6555,8225
6.4095e+06,-433,-6438,8091
6.4086e+06,-428,-6402,8000
6.4086e+06,-375,-6529,8082
6.4099e+06,-394,-6627,8201
6.4123e+06,-423,-6495,8189
6.4134e+06,-413,-6426,8156
6.4157e+06,-409,-6464,8175
6.4183e+06,-334,-6479,8122
6.4202e+06,-366,-6586,8125
6.4226e+06,-428,-6524,8165
6.426e+06,-456,-6433,8173
6.43e+06,-409,-6474,8086
6.4324e+06,-339,-6579,8089
6.435e+06,-389,-6546,8192
6.4379e+06,-385,-6416,8189
6.4412e+06,-404,-6529,8156
6.4444e+06,-428,-6553,8118
6.4486e+06,-385,-6443,8129
6.4522e+06,-378,-6474,8163
6.4564e+06,-385,-6522,8175
6.4603e+06,-375,-6519,8165
6.4646e+06,-409,-6562,8132
6.4686e+06,-406,-6462,8137
6.4738e+06,-416,-6447,8151
6.4788e+06,-404,-6550,8189
6.483e+06,-380,-6548,8156
6.4872e+06,-406,-6462,8115
6.4919e+06,-425,-6464,8132
6.496e+06,-445,-6531,8199
6.5015e+06,-394,-6488,8137
6.5062e+06,-382,-6395,8115
6.5109e+06,-445,-6512,8175
6.5157e+06,-447,-6553,8168
6.5205e+06,-435,-6436,8132
6.5226e+06,-442,-6500,8156
6.5236e+06,-401,-6526,8177
6.5234e+06,-406,-6433,8146
6.5219e+06,-466,-6436,8067
6.5204e+06,-456,-6505,8108
6.5208e+06,-437,-6558,8158
6.522e+06,-433,-6514,8230
6.5236e+06,-452,-6452,8158
6.525e+06,-459,-6452,8141
6.5274e+06,-471,-6500,8094
6.5297e+06,-454,-6529,8103
6.5319e+06,-421,-6436,8125
6.5349e+06,-454,-6457,8192
6.5371e+06,-488,-6519,8180
6.5391e+06,-421,-6538,8161
6.5423e+06,-406,-6512,8161
6.5448e+06,-464,-6428,8146
6.5467e+06,-495,-6397,8132
6.55e+06,-464,-6479,8144
6.5526e+06,-440,-6488,8125
6.5546e+06,-406,-6491,8141
6.5582e+06,-531,-6560,8206
6.5616e+06,-507,-6514,8187
6.5656e+06,-387,-6426,8094
6.5692e+06,-452,-6507,8125
6.5724e+06,-464,-6491,8182
6.5767e+06,-476,-6438,8220
6.5809e+06,-456,-6457,8182
6.5844e+06,-425,-6550,8182
6.5885e+06,-435,-6529,8192
6.5927e+06,-492,-6450,8141
6.5972e+06,-471,-6402,8094
6.601e+06,-492,-6462,8127
6.6044e+06,-452,-6584,8182
6.6084e+06,-406,-6555,8192
6.6125e+06,-488,-6428,8158
6.6153e+06,-485,-6452,8127
6.6142e+06,-421,-6459,8118
6.6137e+06,-497,-6412,8062
6.6108e+06,-454,-6481,8113
6.6092e+06,-423,-6560,8232
6.6086e+06,-430,-6531,8254
6.6086e+06,-344,-6491,8185
6.6102e+06,-440,-6491,8237
6.61e+06,-488,-6471,8230
6.6128e+06,-447,-6522,8163
6.6148e+06,-425,-6474,8046
6.6161e+06,-413,-6474,8005
6.6186e+06,-471,-6505,8118
6.6201e+06,-547,-6450,8185
6.623e+06,-464,-6479,8173
6.6247e+06,-337,-6605,8254
6.6249e+06,-449,-6572,8223
6.627e+06,-421,-6443,8120
6.6294e+06,-473,-6416,8094
6.6321e+06,-495,-6459,8153
6.6344e+06,-411,-6526,8175
6.6367e+06,-418,-6522,8161
6.639e+06,-485,-6500,8146
6.6417e+06,-485,-6526,8173
6.6447e+06,-449,-6414,8129
6.648e+06,-437,-6438,8094
6.6512e+06,-437,-6550,8120
6.6549e+06,-483,-6534,8173
6.6572e+06,-449,-6493,8139
6.6618e+06,-418,-6505,8161
6.6642e+06,-452,-6488,8220
6.668e+06,-471,-6483,8242
6.6702e+06,-509,-6421,8134
6.6745e+06,-425,-6447,8024
6.6779e+06,-428,-6613,8120
6.6804e+06,-478,-6570,8211
6.6824e+06,-512,-6314,8146
6.6805e+06,-526,-6369,8108
6.6776e+06,-445,-6534,8120
6.6748e+06,-375,-6577,8134
6.6709e+06,-437,-6517,8189
6.6677e+06,-488,-6479,8196
6.6652e+06,-492,-6476,8201
6.6649e+06,-418,-6491,8151
6.6637e+06,-404,-6548,8141
6.6628e+06,-423,-6500,8141
6.6621e+06,-509,-6407,8168
6.662e+06,-507,-6409,8098
6.6615e+06,-445,-6507,8091
6.662e+06,-435,-6562,8165
6.662e+06,-411,-6522,8208
6.6617e+06,-495,-6471,8199
6.6616e+06,-459,-6443,8129
6.6618e+06,-428,-6522,8161
6.6621e+06,-435,-6567,8189
6.6623e+06,-421,-6503,8156
6.6634e+06,-483,-6447,8134
6.6642e+06,-483,-6450,8118
6.6648e+06,-425,-6512,8141
6.6663e+06,-428,-6505,8113
6.6676e+06,-483,-6457,8153
6.6691e+06,-468,-6500,8228
6.6701e+06,-397,-6481,8196
6.672e+06,-421,-6519,8125
6.6732e+06,-418,-6546,8144
6.6754e+06,-502,-6514,8218
6.6774e+06,-514,-6414,8144
6.6788e+06,-385,-6438,8065
6.6809e+06,-423,-6581,8158
6.6837e+06,-437,-6541,8252
6.685e+06,-555,-6392,8240
6.6876e+06,-574,-6390,8153
6.6878e+06,-380,-6558,8089
6.6855e+06,-334,-6682,8149
6.6794e+06,-512,-6428,8173
6.6723e+06,-638,-6237,8115
6.6661e+06,-552,-6447,8074
6.6607e+06,-361,-6670,8089
6.6572e+06,-399,-6639,8185
6.653e+06,-497,-6459,8242
6.6497e+06,-574,-6311,8192
6.6464e+06,-581,-6412,8118
6.6442e+06,-435,-6620,8067
6.643e+06,-318,-6622,8189
6.6403e+06,-507,-6495,8261
6.6385e+06,-581,-6390,8247
6.6365e+06,-581,-6316,8139
6.6346e+06,-531,-6471,8041
6.6328e+06,-401,-6684,8173
6.6309e+06,-435,-6514,8252
6.6288e+06,-612,-6352,8170
6.6272e+06,-562,-6428,8206
6.6268e+06,-571,-6404,8096
6.6258e+06,-492,-6500,8058
6.6247e+06,-423,-6622,8125
6.625e+06,-557,-6495,8240
6.6245e+06,-643,-6282,8244
6.6253e+06,-593,-6357,8120
6.6256e+06,-445,-6570,8106
6.6256e+06,-466,-6562,8153
6.6258e+06,-583,-6455,8256
6.6257e+06,-619,-6395,8177
6.6262e+06,-555,-6345,8084
6.6272e+06,-473,-6486,8144
6.6274e+06,-547,-6560,8254
6.6276e+06,-492,-6462,8385
6.6287e+06,-583,-6596,8402
6.6288e+06,-602,-6431,8232
6.6256e+06,-526,-6017,7976
6.6185e+06,-677,-6347,7912
6.6112e+06,-579,-6737,8015
6.6034e+06,-485,-6428,8065
6.5963e+06,-634,-6304,8208
6.5896e+06,-746,-6340,8493
6.5835e+06,-478,-6050,8359
6.5774e+06,-267,-6019,8127
6.5734e+06,-528,-6309,8213
6.5684e+06,-641,-6433,8345
6.5641e+06,-421,-6438,8448
6.559e+06,-394,-6292,8443
6.5552e+06,-303,-6156,8417
6.5509e+06,-433,-6400,8429
6.5474e+06,-509,-6546,8350
6.5432e+06,-512,-6447,8261
6.5401e+06,-471,-6450,8216
6.5367e+06,-287,-6503,8175
6.5329e+06,-430,-6467,8173
6.5298e+06,-674,-6407,8149
6.5286e+06,-583,-6447,8060
6.5259e+06,-492,-6476,8165
6.5248e+06,-416,-6268,8287
6.5234e+06,-361,-6352,8330
6.5217e+06,-497,-6577,8431
6.5195e+06,-641,-6632,8476
6.5188e+06,-619,-6553,8240
6.519e+06,-555,-6507,8048
6.5187e+06,-612,-6534,8060
6.5198e+06,-741,-6553,8132
6.519e+06,-825,-6447,8005
6.5208e+06,-722,-6390,7998
6.521e+06,-705,-6488,8029
6.5215e+06,-691,-6536,8122
6.5231e+06,-657,-6407,8122
6.5205e+06,-669,-6309,8146
6.5126e+06,-811,-6426,8263
6.5044e+06,-789,-6450,8232
6.4949e+06,-701,-6471,8161
6.4862e+06,-667,-6493,8103
6.479e+06,-629,-6447,8182
6.473e+06,-736,-6342,8285
6.4682e+06,-813,-6323,8297
6.4637e+06,-732,-6426,8242
6.4603e+06,-576,-6507,8244
6.455e+06,-648,-6493,8295
6.4523e+06,-708,-6457,8287
6.4496e+06,-729,-6373,8252
6.4475e+06,-736,-6373,8208
6.4454e+06,-748,-6416,8220
6.4427e+06,-710,-6445,8247
6.4403e+06,-734,-6426,8232
6.4379e+06,-727,-6421,8204
6.4367e+06,-777,-6337,8218
6.4361e+06,-894,-6256,8127
6.4341e+06,-799,-6397,8110
6.4347e+06,-746,-6424,8084
6.435e+06,-791,-6369,8173
6.4356e+06,-913,-6397,8328
6.4354e+06,-985,-6529,8266
6.4359e+06,-820,-6476,8024
6.4368e+06,-839,-6304,7826
6.4378e+06,-686,-6191,7871
6.44e+06,-605,-6342,8139
6.4406e+06,-729,-6479,8388
6.4429e+06,-655,-6347,8641
6.4428e+06,-619,-6273,8653
6.4445e+06,-531,-6447,8630
6.4456e+06,-516,-6459,8704
6.4476e+06,-653,-6395,8598
6.451e+06,-430,-6409,8519
6.452e+06,-447,-6876,8601
6.4504e+06,-787,-7311,8627
6.4466e+06,-514,-7153,8656
6.4421e+06,-38,-7369,8553
6.4384e+06,160,-7747,8567
6.437e+06,86,-7172,8450
6.4399e+06,-59,-6043,7945
6.4457e+06,342,-6567,9460
6.4505e+06,689,-8531,10225
6.4542e+06,739,-7012,9079
6.4536e+06,741,-5469,7984
6.456e+06,655,-6151,7881
6.4611e+06,397,-6522,7976
6.4626e+06,153,-5694,7713
6.4683e+06,-47,-5383,7811
6.4716e+06,-74,-6156,8481
6.4733e+06,-193,-6311,8582
6.4765e+06,-502,-5304,8352
6.4808e+06,-638,-4883,8515
6.4847e+06,-655,-5476,8764
6.4878e+06,-612,-5993,9158
6.4904e+06,-681,-5687,9548
6.4941e+06,-791,-4550,9053
6.5007e+06,-634,-4529,8888
6.5083e+06,-569,-5239,9421
6.5138e+06,-739,-4734,9228
6.5204e+06,-813,-3928,8780
6.523e+06,-686,-3899,8795
6.5263e+06,-720,-4210,8964
6.5266e+06,-940,-4115,8864
6.5295e+06,-1102,-3758,8498
6.5313e+06,-1337,-3718,8371
6.5342e+06,-1782,-3715,8414
6.5377e+06,-2155,-3110,8338
6.5407e+06,-2430,-3344,8938
6.5447e+06,-2739,-4419,9835
6.5497e+06,-2488,-4732,10003
6.5545e+06,-1777,-4390,9733
6.5597e+06,-1512,-4038,9465
6.5627e+06,-928,-4261,9510
6.5629e+06,-645,-4160,9986
6.561e+06,-839,-3615,9697
6.5569e+06,-1181,-3789,9197
6.5544e+06,-1636,-4103,8936
6.5532e+06,-1481,-4127,8828
6.5551e+06,-1169,-4277,8996
6.554e+06,-1189,-4148,9419
6.5524e+06,-1318,-4285,10103
6.5505e+06,-1351,-4428,10223
6.5469e+06,-1784,-3610,9941
6.5427e+06,-2457,-3538,9981
6.5397e+06,-2497,-4074,9862
6.5362e+06,-2208,-4014,9649
6.5327e+06,-1966,-3990,9563
6.5296e+06,-1870,-4364,9654
6.5282e+06,-1758,-4340,9637
6.5263e+06,-1849,-3799,9529
6.5251e+06,-2265,-3536,9618
6.5228e+06,-2593,-3730,9766
6.5219e+06,-2564,-3890,9639
6.5206e+06,-2387,-4105,9673
6.5192e+06,-2184,-4172,9776
6.5184e+06,-2191,-4053,9780
6.5178e+06,-2385,-3947,9835
6.5171e+06,-2497,-3902,9630
6.5163e+06,-2311,-3947,9445
6.5158e+06,-2229,-3737,9407
6.516e+06,-2299,-3500,9278
6.5155e+06,-2344,-3521,9366
6.5158e+06,-2485,-3390,9350
6.5162e+06,-2744,-3593,9469
6.5166e+06,-2808,-3629,9472
6.5174e+06,-2552,-3426,9364
6.5181e+06,-2493,-3722,9634
6.5183e+06,-2581,-3801,9661
6.5203e+06,-2550,-3653,9606
6.5199e+06,-2519,-3732,9565
6.5165e+06,-2605,-3938,9608
6.5126e+06,-2648,-3895,9634
6.5075e+06,-2581,-3749,9560
6.5031e+06,-2610,-3686,9414
6.4997e+06,-2557,-3770,9400
6.4963e+06,-2495,-3880,9474
6.4941e+06,-2552,-3875,9548
6.4924e+06,-2655,-3660,9517
6.4899e+06,-2528,-3572,9354
6.4894e+06,-2545,-3866,9400
6.488e+06,-2641,-3890,9512
6.4881e+06,-2646,-3667,9587
6.4878e+06,-2634,-3756,9527
6.4868e+06,-2524,-4019,9534
6.4858e+06,-2495,-4057,9599
6.4864e+06,-2550,-3904,9488
6.4856e+06,-2533,-3921,9474
6.4853e+06,-2629,-4014,9642
6.4863e+06,-2588,-3725,9426
6.4872e+06,-2459,-3428,9287
6.4896e+06,-2495,-3732,9393
6.4903e+06,-2325,-4136,9627
6.4926e+06,-2359,-4021,9728
6.4939e+06,-2387,-3497,9620
6.4969e+06,-2119,-3316,9730
6.4981e+06,-2249,-3765,9838
6.5014e+06,-2617,-3887,9761
6.5052e+06,-2160,-3902,9402
6.5088e+06,-1935,-4172,9474
6.5124e+06,-2320,-3730,9682
6.5157e+06,-2045,-3457,9553
6.5198e+06,-2019,-3959,9491
6.5228e+06,-2045,-3646,9398
6.526e+06,-1902,-3493,9393
6.5312e+06,-1916,-3777,9644
6.5339e+06,-2024,-3986,9776
6.5367e+06,-2115,-3957,9613
6.535e+06,-2043,-4031,9445
6.5333e+06,-2060,-4179,9527
6.5302e+06,-2217,-3902,9407
6.5276e+06,-2107,-3610,9340
6.5258e+06,-2263,-3864,9515
6.5243e+06,-2304,-4009,9685
6.5228e+06,-2234,-4017,9654
6.5211e+06,-2201,-3938,9457
6.5202e+06,-2040,-4019,9410
6.5196e+06,-2251,-4464,9778
6.5194e+06,-2416,-4208,9716
6.52e+06,-2225,-4041,9558
6.5199e+06,-2359,-4196,9579
6.5201e+06,-2308,-3935,9460
6.5205e+06,-2253,-4050,9488
6.5212e+06,-2342,-4148,9448
6.5222e+06,-2301,-3909,9343
6.5244e+06,-2258,-3868,9276
6.5248e+06,-2237,-4091,9400
6.5268e+06,-2260,-3971,9517
6.5285e+06,-2091,-3677,9426
6.5314e+06,-2105,-4079,9649
6.533e+06,-2354,-4311,9699
6.5354e+06,-2241,-4007,9455
6.5385e+06,-2277,-3966,9455
6.5417e+06,-2349,-3997,9436
6.5439e+06,-2332,-4024,9410
6.5473e+06,-2308,-4160,9515
